event_id,ts,proba,old_status,new_status,resolution_source,logged_at
394,2025-11-23T08:09:18,0.995,PENDING,CONFIRMED_FRAUD,AUTO_DEMO,2025-11-23T08:13:20
395,2025-11-23T08:09:19,1.0,PENDING,CONFIRMED_FRAUD,AUTO_DEMO,2025-11-23T08:13:20
399,2025-11-23T08:09:21,1.0,PENDING,CONFIRMED_FRAUD,AUTO_DEMO,2025-11-23T08:13:20
400,2025-11-23T08:09:21,1.0,PENDING,CONFIRMED_FRAUD,AUTO_DEMO,2025-11-23T08:13:20
402,2025-11-23T08:09:22,1.0,PENDING,CONFIRMED_FRAUD,AUTO_DEMO,2025-11-23T08:13:20
403,2025-11-23T08:09:22,1.0,PENDING,CONFIRMED_FRAUD,AUTO_DEMO,2025-11-23T08:13:20
406,2025-11-23T08:09:24,1.0,PENDING,CONFIRMED_FRAUD,AUTO_DEMO,2025-11-23T08:13:20
409,2025-11-23T08:09:25,1.0,PENDING,CONFIRMED_FRAUD,AUTO_DEMO,2025-11-23T08:13:20
410,2025-11-23T08:09:25,1.0,PENDING,CONFIRMED_FRAUD,AUTO_DEMO,2025-11-23T08:13:20
414,2025-11-23T08:09:26,1.0,PENDING,CONFIRMED_FRAUD,AUTO_DEMO,2025-11-23T08:13:20
416,2025-11-23T08:09:28,1.0,PENDING,CONFIRMED_FRAUD,AUTO_DEMO,2025-11-23T08:13:20
418,2025-11-23T08:09:28,1.0,PENDING,CONFIRMED_FRAUD,AUTO_DEMO,2025-11-23T08:13:20
422,2025-11-23T08:09:31,1.0,PENDING,CONFIRMED_FRAUD,AUTO_DEMO,2025-11-23T08:13:21
423,2025-11-23T08:09:31,1.0,PENDING,CONFIRMED_FRAUD,AUTO_DEMO,2025-11-23T08:13:21
426,2025-11-23T08:09:32,1.0,PENDING,CONFIRMED_FRAUD,AUTO_DEMO,2025-11-23T08:13:21
427,2025-11-23T08:09:32,1.0,PENDING,CONFIRMED_FRAUD,AUTO_DEMO,2025-11-23T08:13:21
429,2025-11-23T08:09:33,1.0,PENDING,CONFIRMED_FRAUD,AUTO_DEMO,2025-11-23T08:13:21
594,2025-11-23T08:10:33,1.0,PENDING,CONFIRMED_FRAUD,AUTO_DEMO,2025-11-23T08:13:21
602,2025-11-23T08:10:35,1.0,PENDING,CONFIRMED_FRAUD,AUTO_DEMO,2025-11-23T08:13:21
608,2025-11-23T08:10:38,1.0,PENDING,CONFIRMED_FRAUD,AUTO_DEMO,2025-11-23T08:13:21
188,2025-11-23T08:18:15,1.0,PENDING,CONFIRMED_FRAUD,AUTO_DEMO,2025-11-23T08:21:16
239,2025-11-23T08:18:35,1.0,PENDING,CONFIRMED_FRAUD,AUTO_DEMO,2025-11-23T08:21:16
280,2025-11-23T08:18:50,1.0,PENDING,CONFIRMED_FRAUD,AUTO_DEMO,2025-11-23T08:21:16
363,2025-11-23T08:19:16,1.0,PENDING,CONFIRMED_FRAUD,AUTO_DEMO,2025-11-23T08:21:16
398,2025-11-23T08:19:28,1.0,PENDING,CONFIRMED_FRAUD,AUTO_DEMO,2025-11-23T08:24:37
399,2025-11-23T08:19:28,1.0,PENDING,CONFIRMED_FRAUD,AUTO_DEMO,2025-11-23T08:24:37
414,2025-11-23T08:19:33,1.0,PENDING,CONFIRMED_FRAUD,AUTO_DEMO,2025-11-23T08:24:37
416,2025-11-23T08:19:34,1.0,PENDING,CONFIRMED_FRAUD,AUTO_DEMO,2025-11-23T08:24:37
417,2025-11-23T08:19:35,1.0,PENDING,CONFIRMED_FRAUD,AUTO_DEMO,2025-11-23T08:24:37
418,2025-11-23T08:19:35,1.0,PENDING,CONFIRMED_FRAUD,AUTO_DEMO,2025-11-23T08:24:37
420,2025-11-23T08:19:36,1.0,PENDING,CONFIRMED_FRAUD,AUTO_DEMO,2025-11-23T08:24:37
427,2025-11-23T08:19:37,1.0,PENDING,CONFIRMED_FRAUD,AUTO_DEMO,2025-11-23T08:24:37
428,2025-11-23T08:19:38,1.0,PENDING,CONFIRMED_FRAUD,AUTO_DEMO,2025-11-23T08:24:38
429,2025-11-23T08:19:39,1.0,PENDING,CONFIRMED_FRAUD,AUTO_DEMO,2025-11-23T08:24:38
440,2025-11-23T08:19:42,1.0,PENDING,CONFIRMED_FRAUD,AUTO_DEMO,2025-11-23T08:24:38
442,2025-11-23T08:19:43,1.0,PENDING,CONFIRMED_FRAUD,AUTO_DEMO,2025-11-23T08:24:38
443,2025-11-23T08:19:43,1.0,PENDING,CONFIRMED_FRAUD,AUTO_DEMO,2025-11-23T08:24:38
446,2025-11-23T08:19:44,1.0,PENDING,CONFIRMED_FRAUD,AUTO_DEMO,2025-11-23T08:24:38
448,2025-11-23T08:19:45,1.0,PENDING,CONFIRMED_FRAUD,AUTO_DEMO,2025-11-23T08:24:38
456,2025-11-23T08:19:47,1.0,PENDING,CONFIRMED_FRAUD,AUTO_DEMO,2025-11-23T08:24:38
459,2025-11-23T08:19:49,1.0,PENDING,CONFIRMED_FRAUD,AUTO_DEMO,2025-11-23T08:24:38
473,2025-11-23T08:19:54,1.0,PENDING,CONFIRMED_FRAUD,AUTO_DEMO,2025-11-23T08:24:38
483,2025-11-23T08:19:57,1.0,PENDING,CONFIRMED_FRAUD,AUTO_DEMO,2025-11-23T08:24:38
484,2025-11-23T08:19:58,1.0,PENDING,CONFIRMED_FRAUD,AUTO_DEMO,2025-11-23T08:24:38
485,2025-11-23T08:19:58,1.0,PENDING,CONFIRMED_FRAUD,AUTO_DEMO,2025-11-23T08:24:38
520,2025-11-23T08:20:10,1.0,PENDING,CONFIRMED_FRAUD,AUTO_DEMO,2025-11-23T08:24:38
539,2025-11-23T08:20:16,1.0,PENDING,CONFIRMED_FRAUD,AUTO_DEMO,2025-11-23T08:24:38
551,2025-11-23T08:20:20,1.0,PENDING,CONFIRMED_FRAUD,AUTO_DEMO,2025-11-23T08:24:38
595,2025-11-23T08:20:34,1.0,PENDING,CONFIRMED_FRAUD,AUTO_DEMO,2025-11-23T08:24:38
717,2025-11-23T08:21:17,1.0,PENDING,CONFIRMED_FRAUD,AUTO_DEMO,2025-11-23T08:24:38
776,2025-11-23T08:21:37,1.0,PENDING,CONFIRMED_FRAUD,AUTO_DEMO,2025-11-23T08:24:38
790,2025-11-23T08:21:43,1.0,PENDING,CONFIRMED_FRAUD,AUTO_DEMO,2025-11-23T08:24:38
795,2025-11-23T08:21:45,1.0,PENDING,CONFIRMED_FRAUD,AUTO_DEMO,2025-11-23T08:24:38
927,2025-11-23T08:22:37,1.0,PENDING,CONFIRMED_FRAUD,AUTO_DEMO,2025-11-23T08:24:38
1,2025-11-23T08:17:11,0.0525,PENDING,CONFIRMED_LEGIT,AUTO_DEMO,2025-11-23T11:11:14
10,2025-11-23T08:17:13,0.355,PENDING,CONFIRMED_FRAUD,AUTO_DEMO,2025-11-23T11:11:14
15,2025-11-23T08:17:14,0.035,PENDING,CONFIRMED_FRAUD,AUTO_DEMO,2025-11-23T11:11:14
16,2025-11-23T08:17:15,0.115,PENDING,CONFIRMED_LEGIT,AUTO_DEMO,2025-11-23T11:11:14
24,2025-11-23T08:17:18,0.355,PENDING,CONFIRMED_LEGIT,AUTO_DEMO,2025-11-23T11:11:14
28,2025-11-23T08:17:19,0.035,PENDING,CONFIRMED_LEGIT,AUTO_DEMO,2025-11-23T11:11:14
30,2025-11-23T08:17:20,0.0575,PENDING,CONFIRMED_FRAUD,AUTO_DEMO,2025-11-23T11:11:14
37,2025-11-23T08:17:22,0.44,PENDING,CONFIRMED_FRAUD,AUTO_DEMO,2025-11-23T11:11:14
45,2025-11-23T08:17:24,0.18,PENDING,CONFIRMED_LEGIT,AUTO_DEMO,2025-11-23T11:11:14
49,2025-11-23T08:17:25,0.0325,PENDING,CONFIRMED_LEGIT,AUTO_DEMO,2025-11-23T11:11:14
53,2025-11-23T08:17:28,0.1925,PENDING,CONFIRMED_FRAUD,AUTO_DEMO,2025-11-23T11:11:14
54,2025-11-23T08:17:28,0.1025,PENDING,CONFIRMED_FRAUD,AUTO_DEMO,2025-11-23T11:11:14
57,2025-11-23T08:17:29,0.205,PENDING,CONFIRMED_LEGIT,AUTO_DEMO,2025-11-23T11:11:15
62,2025-11-23T08:17:30,0.205,PENDING,CONFIRMED_LEGIT,AUTO_DEMO,2025-11-23T11:11:15
73,2025-11-23T08:17:34,0.1175,PENDING,CONFIRMED_FRAUD,AUTO_DEMO,2025-11-23T11:11:15
80,2025-11-23T08:17:36,0.32,PENDING,CONFIRMED_LEGIT,AUTO_DEMO,2025-11-23T11:11:15
82,2025-11-23T08:17:37,0.2325,PENDING,CONFIRMED_FRAUD,AUTO_DEMO,2025-11-23T11:11:15
86,2025-11-23T08:17:38,0.18,PENDING,CONFIRMED_FRAUD,AUTO_DEMO,2025-11-23T11:11:15
91,2025-11-23T08:17:40,0.115,PENDING,CONFIRMED_LEGIT,AUTO_DEMO,2025-11-23T11:11:15
101,2025-11-23T08:17:45,0.3875,PENDING,CONFIRMED_FRAUD,AUTO_DEMO,2025-11-23T11:11:15
112,2025-11-23T08:17:48,0.315,PENDING,CONFIRMED_FRAUD,AUTO_DEMO,2025-11-23T11:11:15
148,2025-11-23T08:18:01,0.1175,PENDING,CONFIRMED_FRAUD,AUTO_DEMO,2025-11-23T11:11:15
159,2025-11-23T08:18:05,0.12,PENDING,CONFIRMED_LEGIT,AUTO_DEMO,2025-11-23T11:11:15
169,2025-11-23T08:18:09,0.32,PENDING,CONFIRMED_FRAUD,AUTO_DEMO,2025-11-23T11:11:15
177,2025-11-23T08:18:11,0.0875,PENDING,CONFIRMED_FRAUD,AUTO_DEMO,2025-11-23T11:11:15
180,2025-11-23T08:18:13,0.2475,PENDING,CONFIRMED_FRAUD,AUTO_DEMO,2025-11-23T11:11:15
191,2025-11-23T08:18:16,0.205,PENDING,CONFIRMED_FRAUD,AUTO_DEMO,2025-11-23T11:11:15
193,2025-11-23T08:18:16,0.32,PENDING,CONFIRMED_LEGIT,AUTO_DEMO,2025-11-23T11:11:15
195,2025-11-23T08:18:18,0.2125,PENDING,CONFIRMED_FRAUD,AUTO_DEMO,2025-11-23T11:11:15
219,2025-11-23T08:18:26,0.1,PENDING,CONFIRMED_LEGIT,AUTO_DEMO,2025-11-23T11:11:15
229,2025-11-23T08:18:30,0.3875,PENDING,CONFIRMED_LEGIT,AUTO_DEMO,2025-11-23T11:11:15
251,2025-11-23T08:18:40,0.3875,PENDING,CONFIRMED_LEGIT,AUTO_DEMO,2025-11-23T11:11:15
260,2025-11-23T08:18:42,0.0575,PENDING,CONFIRMED_FRAUD,AUTO_DEMO,2025-11-23T11:11:15
264,2025-11-23T08:18:44,0.035,PENDING,CONFIRMED_FRAUD,AUTO_DEMO,2025-11-23T11:11:16
279,2025-11-23T08:18:50,0.1,PENDING,CONFIRMED_FRAUD,AUTO_DEMO,2025-11-23T11:11:16
298,2025-11-23T08:18:55,0.205,PENDING,CONFIRMED_FRAUD,AUTO_DEMO,2025-11-23T11:11:16
306,2025-11-23T08:18:57,0.1175,PENDING,CONFIRMED_FRAUD,AUTO_DEMO,2025-11-23T11:11:16
308,2025-11-23T08:18:59,0.12,PENDING,CONFIRMED_FRAUD,AUTO_DEMO,2025-11-23T11:11:16
310,2025-11-23T08:18:59,0.18,PENDING,CONFIRMED_FRAUD,AUTO_DEMO,2025-11-23T11:11:16
314,2025-11-23T08:19:00,0.05,PENDING,CONFIRMED_FRAUD,AUTO_DEMO,2025-11-23T11:11:16
319,2025-11-23T08:19:02,0.1175,PENDING,CONFIRMED_LEGIT,AUTO_DEMO,2025-11-23T11:11:16
333,2025-11-23T08:19:07,0.1425,PENDING,CONFIRMED_FRAUD,AUTO_DEMO,2025-11-23T11:11:16
334,2025-11-23T08:19:07,0.0875,PENDING,CONFIRMED_FRAUD,AUTO_DEMO,2025-11-23T11:11:16
335,2025-11-23T08:19:07,0.355,PENDING,CONFIRMED_FRAUD,AUTO_DEMO,2025-11-23T11:11:16
337,2025-11-23T08:19:08,0.205,PENDING,CONFIRMED_LEGIT,AUTO_DEMO,2025-11-23T11:11:16
359,2025-11-23T08:19:15,0.2125,PENDING,CONFIRMED_FRAUD,AUTO_DEMO,2025-11-23T11:11:16
370,2025-11-23T08:19:19,0.2475,PENDING,CONFIRMED_FRAUD,AUTO_DEMO,2025-11-23T11:11:16
381,2025-11-23T08:19:23,0.1425,PENDING,CONFIRMED_LEGIT,AUTO_DEMO,2025-11-23T11:11:16
389,2025-11-23T08:19:26,0.0575,PENDING,CONFIRMED_FRAUD,AUTO_DEMO,2025-11-23T11:11:16
396,2025-11-23T08:19:28,0.1175,PENDING,CONFIRMED_LEGIT,AUTO_DEMO,2025-11-23T11:11:16
397,2025-11-23T08:19:28,0.1375,PENDING,CONFIRMED_FRAUD,AUTO_DEMO,2025-11-23T11:11:16
400,2025-11-23T08:19:29,0.315,PENDING,CONFIRMED_FRAUD,AUTO_DEMO,2025-11-23T11:11:16
401,2025-11-23T08:19:29,0.115,PENDING,CONFIRMED_FRAUD,AUTO_DEMO,2025-11-23T11:11:16
402,2025-11-23T08:19:29,0.0475,PENDING,CONFIRMED_FRAUD,AUTO_DEMO,2025-11-23T11:11:16
403,2025-11-23T08:19:30,0.315,PENDING,CONFIRMED_LEGIT,AUTO_DEMO,2025-11-23T11:11:16
405,2025-11-23T08:19:31,0.44,PENDING,CONFIRMED_FRAUD,AUTO_DEMO,2025-11-23T11:11:16
406,2025-11-23T08:19:31,0.115,PENDING,CONFIRMED_LEGIT,AUTO_DEMO,2025-11-23T11:11:17
407,2025-11-23T08:19:31,0.3875,PENDING,CONFIRMED_FRAUD,AUTO_DEMO,2025-11-23T11:11:17
409,2025-11-23T08:19:32,0.3875,PENDING,CONFIRMED_FRAUD,AUTO_DEMO,2025-11-23T11:11:17
410,2025-11-23T08:19:32,0.44,PENDING,CONFIRMED_LEGIT,AUTO_DEMO,2025-11-23T11:11:17
411,2025-11-23T08:19:32,0.205,PENDING,CONFIRMED_LEGIT,AUTO_DEMO,2025-11-23T11:11:17
412,2025-11-23T08:19:32,0.1025,PENDING,CONFIRMED_LEGIT,AUTO_DEMO,2025-11-23T11:11:17
413,2025-11-23T08:19:33,0.44,PENDING,CONFIRMED_FRAUD,AUTO_DEMO,2025-11-23T11:11:17
415,2025-11-23T08:19:33,0.2325,PENDING,CONFIRMED_LEGIT,AUTO_DEMO,2025-11-23T11:11:17
421,2025-11-23T08:19:36,0.3875,PENDING,CONFIRMED_LEGIT,AUTO_DEMO,2025-11-23T11:11:17
422,2025-11-23T08:19:36,0.3875,PENDING,CONFIRMED_FRAUD,AUTO_DEMO,2025-11-23T11:11:17
423,2025-11-23T08:19:36,0.32,PENDING,CONFIRMED_FRAUD,AUTO_DEMO,2025-11-23T11:11:17
426,2025-11-23T08:19:37,0.1425,PENDING,CONFIRMED_FRAUD,AUTO_DEMO,2025-11-23T11:11:17
430,2025-11-23T08:19:39,0.1425,PENDING,CONFIRMED_FRAUD,AUTO_DEMO,2025-11-23T11:11:17
432,2025-11-23T08:19:40,0.355,PENDING,CONFIRMED_FRAUD,AUTO_DEMO,2025-11-23T11:11:17
433,2025-11-23T08:19:40,0.44,PENDING,CONFIRMED_LEGIT,AUTO_DEMO,2025-11-23T11:11:17
434,2025-11-23T08:19:40,0.2125,PENDING,CONFIRMED_FRAUD,AUTO_DEMO,2025-11-23T11:11:17
435,2025-11-23T08:19:40,0.1025,PENDING,CONFIRMED_FRAUD,AUTO_DEMO,2025-11-23T11:11:17
437,2025-11-23T08:19:41,0.12,PENDING,CONFIRMED_FRAUD,AUTO_DEMO,2025-11-23T11:11:17
438,2025-11-23T08:19:41,0.1175,PENDING,CONFIRMED_LEGIT,AUTO_DEMO,2025-11-23T11:11:17
441,2025-11-23T08:19:43,0.12,PENDING,CONFIRMED_FRAUD,AUTO_DEMO,2025-11-23T11:11:17
444,2025-11-23T08:19:44,0.2325,PENDING,CONFIRMED_FRAUD,AUTO_DEMO,2025-11-23T11:11:17
445,2025-11-23T08:19:44,0.18,PENDING,CONFIRMED_FRAUD,AUTO_DEMO,2025-11-23T11:11:17
447,2025-11-23T08:19:44,0.205,PENDING,CONFIRMED_FRAUD,AUTO_DEMO,2025-11-23T11:11:18
449,2025-11-23T08:19:45,0.2325,PENDING,CONFIRMED_FRAUD,AUTO_DEMO,2025-11-23T11:11:18
450,2025-11-23T08:19:46,0.32,PENDING,CONFIRMED_LEGIT,AUTO_DEMO,2025-11-23T11:11:18
452,2025-11-23T08:19:46,0.2125,PENDING,CONFIRMED_LEGIT,AUTO_DEMO,2025-11-23T11:11:18
453,2025-11-23T08:19:47,0.44,PENDING,CONFIRMED_FRAUD,AUTO_DEMO,2025-11-23T11:11:18
455,2025-11-23T08:19:47,0.315,PENDING,CONFIRMED_FRAUD,AUTO_DEMO,2025-11-23T11:11:18
457,2025-11-23T08:19:48,0.3875,PENDING,CONFIRMED_FRAUD,AUTO_DEMO,2025-11-23T11:11:18
458,2025-11-23T08:19:48,0.2125,PENDING,CONFIRMED_FRAUD,AUTO_DEMO,2025-11-23T11:11:18
462,2025-11-23T08:19:50,0.1925,PENDING,CONFIRMED_FRAUD,AUTO_DEMO,2025-11-23T11:11:18
463,2025-11-23T08:19:50,0.315,PENDING,CONFIRMED_FRAUD,AUTO_DEMO,2025-11-23T11:11:18
466,2025-11-23T08:19:51,0.1375,PENDING,CONFIRMED_FRAUD,AUTO_DEMO,2025-11-23T11:11:18
470,2025-11-23T08:19:53,0.0425,PENDING,CONFIRMED_FRAUD,AUTO_DEMO,2025-11-23T11:11:18
471,2025-11-23T08:19:53,0.115,PENDING,CONFIRMED_LEGIT,AUTO_DEMO,2025-11-23T11:11:18
474,2025-11-23T08:19:54,0.1925,PENDING,CONFIRMED_FRAUD,AUTO_DEMO,2025-11-23T11:11:18
475,2025-11-23T08:19:54,0.1025,PENDING,CONFIRMED_LEGIT,AUTO_DEMO,2025-11-23T11:11:18
477,2025-11-23T08:19:55,0.1925,PENDING,CONFIRMED_LEGIT,AUTO_DEMO,2025-11-23T11:11:18
478,2025-11-23T08:19:55,0.1425,PENDING,CONFIRMED_LEGIT,AUTO_DEMO,2025-11-23T11:11:18
479,2025-11-23T08:19:55,0.32,PENDING,CONFIRMED_LEGIT,AUTO_DEMO,2025-11-23T11:11:18
480,2025-11-23T08:19:56,0.2475,PENDING,CONFIRMED_FRAUD,AUTO_DEMO,2025-11-23T11:11:18
481,2025-11-23T08:19:57,0.1175,PENDING,CONFIRMED_LEGIT,AUTO_DEMO,2025-11-23T11:11:18
482,2025-11-23T08:19:57,0.1,PENDING,CONFIRMED_FRAUD,AUTO_DEMO,2025-11-23T11:11:19
486,2025-11-23T08:19:58,0.315,PENDING,CONFIRMED_FRAUD,AUTO_DEMO,2025-11-23T11:11:19
491,2025-11-23T08:19:59,0.3875,PENDING,CONFIRMED_FRAUD,AUTO_DEMO,2025-11-23T11:11:19
494,2025-11-23T08:20:01,0.355,PENDING,CONFIRMED_LEGIT,AUTO_DEMO,2025-11-23T11:11:19
499,2025-11-23T08:20:02,0.2475,PENDING,CONFIRMED_LEGIT,AUTO_DEMO,2025-11-23T11:11:19
500,2025-11-23T08:20:03,0.1375,PENDING,CONFIRMED_LEGIT,AUTO_DEMO,2025-11-23T11:11:19
504,2025-11-23T08:20:04,0.0825,PENDING,CONFIRMED_FRAUD,AUTO_DEMO,2025-11-23T11:11:19
505,2025-11-23T08:20:04,0.2325,PENDING,CONFIRMED_FRAUD,AUTO_DEMO,2025-11-23T11:11:19
527,2025-11-23T08:20:12,0.205,PENDING,CONFIRMED_FRAUD,AUTO_DEMO,2025-11-23T11:11:19
530,2025-11-23T08:20:12,0.055,PENDING,CONFIRMED_LEGIT,AUTO_DEMO,2025-11-23T11:11:19
536,2025-11-23T08:20:15,0.32,PENDING,CONFIRMED_FRAUD,AUTO_DEMO,2025-11-23T11:11:19
547,2025-11-23T08:20:19,0.1175,PENDING,CONFIRMED_LEGIT,AUTO_DEMO,2025-11-23T11:11:19
549,2025-11-23T08:20:19,0.035,PENDING,CONFIRMED_LEGIT,AUTO_DEMO,2025-11-23T11:11:19
552,2025-11-23T08:20:20,0.355,PENDING,CONFIRMED_FRAUD,AUTO_DEMO,2025-11-23T11:11:19
554,2025-11-23T08:20:20,0.315,PENDING,CONFIRMED_FRAUD,AUTO_DEMO,2025-11-23T11:11:19
555,2025-11-23T08:20:22,0.06,PENDING,CONFIRMED_FRAUD,AUTO_DEMO,2025-11-23T11:11:19
578,2025-11-23T08:20:29,0.115,PENDING,CONFIRMED_LEGIT,AUTO_DEMO,2025-11-23T11:11:19
599,2025-11-23T08:20:36,0.1175,PENDING,CONFIRMED_FRAUD,AUTO_DEMO,2025-11-23T11:11:19
622,2025-11-23T08:20:43,0.315,PENDING,CONFIRMED_FRAUD,AUTO_DEMO,2025-11-23T11:11:19
640,2025-11-23T08:20:50,0.2475,PENDING,CONFIRMED_FRAUD,AUTO_DEMO,2025-11-23T11:11:19
648,2025-11-23T08:20:52,0.1175,PENDING,CONFIRMED_FRAUD,AUTO_DEMO,2025-11-23T11:11:19
650,2025-11-23T08:20:52,0.2475,PENDING,CONFIRMED_LEGIT,AUTO_DEMO,2025-11-23T11:11:19
661,2025-11-23T08:20:56,0.32,PENDING,CONFIRMED_FRAUD,AUTO_DEMO,2025-11-23T11:11:19
668,2025-11-23T08:20:59,0.44,PENDING,CONFIRMED_FRAUD,AUTO_DEMO,2025-11-23T11:11:19
673,2025-11-23T08:21:01,0.1025,PENDING,CONFIRMED_FRAUD,AUTO_DEMO,2025-11-23T11:11:20
674,2025-11-23T08:21:01,0.12,PENDING,CONFIRMED_FRAUD,AUTO_DEMO,2025-11-23T11:11:20
676,2025-11-23T08:21:01,0.0525,PENDING,CONFIRMED_FRAUD,AUTO_DEMO,2025-11-23T11:11:20
679,2025-11-23T08:21:02,0.315,PENDING,CONFIRMED_FRAUD,AUTO_DEMO,2025-11-23T11:11:20
680,2025-11-23T08:21:02,0.205,PENDING,CONFIRMED_FRAUD,AUTO_DEMO,2025-11-23T11:11:20
681,2025-11-23T08:21:02,0.1925,PENDING,CONFIRMED_LEGIT,AUTO_DEMO,2025-11-23T11:11:20
684,2025-11-23T08:21:04,0.0375,PENDING,CONFIRMED_LEGIT,AUTO_DEMO,2025-11-23T11:11:20
696,2025-11-23T08:21:08,0.115,PENDING,CONFIRMED_FRAUD,AUTO_DEMO,2025-11-23T11:11:20
