event_id,ts,proba,status,customer_response,resolution_source,updated_at
193,2025-11-23T08:18:16,0.32,CONFIRMED_LEGIT,YES,AUTO_DEMO,2025-11-23T11:11:13
195,2025-11-23T08:18:18,0.2125,CONFIRMED_FRAUD,NO,AUTO_DEMO,2025-11-23T11:11:13
219,2025-11-23T08:18:26,0.1,CONFIRMED_LEGIT,YES,AUTO_DEMO,2025-11-23T11:11:13
229,2025-11-23T08:18:30,0.3875,CONFIRMED_LEGIT,YES,AUTO_DEMO,2025-11-23T11:11:13
239,2025-11-23T08:18:35,1.0,CONFIRMED_FRAUD,NO,AUTO_DEMO,2025-11-23T08:21:16
251,2025-11-23T08:18:40,0.3875,CONFIRMED_LEGIT,YES,AUTO_DEMO,2025-11-23T11:11:13
260,2025-11-23T08:18:42,0.0575,CONFIRMED_FRAUD,NO,AUTO_DEMO,2025-11-23T11:11:13
264,2025-11-23T08:18:44,0.035,CONFIRMED_FRAUD,NO,AUTO_DEMO,2025-11-23T11:11:13
279,2025-11-23T08:18:50,0.1,CONFIRMED_FRAUD,NO,AUTO_DEMO,2025-11-23T11:11:13
280,2025-11-23T08:18:50,1.0,CONFIRMED_FRAUD,NO,AUTO_DEMO,2025-11-23T08:21:16
298,2025-11-23T08:18:55,0.205,CONFIRMED_FRAUD,NO,AUTO_DEMO,2025-11-23T11:11:13
306,2025-11-23T08:18:57,0.1175,CONFIRMED_FRAUD,NO,AUTO_DEMO,2025-11-23T11:11:13
308,2025-11-23T08:18:59,0.12,CONFIRMED_FRAUD,NO,AUTO_DEMO,2025-11-23T11:11:13
310,2025-11-23T08:18:59,0.18,CONFIRMED_FRAUD,NO,AUTO_DEMO,2025-11-23T11:11:13
314,2025-11-23T08:19:00,0.05,CONFIRMED_FRAUD,NO,AUTO_DEMO,2025-11-23T11:11:13
319,2025-11-23T08:19:02,0.1175,CONFIRMED_LEGIT,YES,AUTO_DEMO,2025-11-23T11:11:13
333,2025-11-23T08:19:07,0.1425,CONFIRMED_FRAUD,NO,AUTO_DEMO,2025-11-23T11:11:13
334,2025-11-23T08:19:07,0.0875,CONFIRMED_FRAUD,NO,AUTO_DEMO,2025-11-23T11:11:13
335,2025-11-23T08:19:07,0.355,CONFIRMED_FRAUD,NO,AUTO_DEMO,2025-11-23T11:11:13
337,2025-11-23T08:19:08,0.205,CONFIRMED_LEGIT,YES,AUTO_DEMO,2025-11-23T11:11:13
359,2025-11-23T08:19:15,0.2125,CONFIRMED_FRAUD,NO,AUTO_DEMO,2025-11-23T11:11:13
363,2025-11-23T08:19:16,1.0,CONFIRMED_FRAUD,NO,AUTO_DEMO,2025-11-23T08:21:16
370,2025-11-23T08:19:19,0.2475,CONFIRMED_FRAUD,NO,AUTO_DEMO,2025-11-23T11:11:13
381,2025-11-23T08:19:23,0.1425,CONFIRMED_LEGIT,YES,AUTO_DEMO,2025-11-23T11:11:13
389,2025-11-23T08:19:26,0.0575,CONFIRMED_FRAUD,NO,AUTO_DEMO,2025-11-23T11:11:13
396,2025-11-23T08:19:28,0.1175,CONFIRMED_LEGIT,YES,AUTO_DEMO,2025-11-23T11:11:13
397,2025-11-23T08:19:28,0.1375,CONFIRMED_FRAUD,NO,AUTO_DEMO,2025-11-23T11:11:13
398,2025-11-23T08:19:28,1.0,CONFIRMED_FRAUD,NO,AUTO_DEMO,2025-11-23T08:24:37
399,2025-11-23T08:19:28,1.0,CONFIRMED_FRAUD,NO,AUTO_DEMO,2025-11-23T08:24:37
400,2025-11-23T08:19:29,0.315,CONFIRMED_FRAUD,NO,AUTO_DEMO,2025-11-23T11:11:13
401,2025-11-23T08:19:29,0.115,CONFIRMED_FRAUD,NO,AUTO_DEMO,2025-11-23T11:11:13
402,2025-11-23T08:19:29,0.0475,CONFIRMED_FRAUD,NO,AUTO_DEMO,2025-11-23T11:11:13
403,2025-11-23T08:19:30,0.315,CONFIRMED_LEGIT,YES,AUTO_DEMO,2025-11-23T11:11:13
405,2025-11-23T08:19:31,0.44,CONFIRMED_FRAUD,NO,AUTO_DEMO,2025-11-23T11:11:13
406,2025-11-23T08:19:31,0.115,CONFIRMED_LEGIT,YES,AUTO_DEMO,2025-11-23T11:11:13
407,2025-11-23T08:19:31,0.3875,CONFIRMED_FRAUD,NO,AUTO_DEMO,2025-11-23T11:11:13
409,2025-11-23T08:19:32,0.3875,CONFIRMED_FRAUD,NO,AUTO_DEMO,2025-11-23T11:11:13
410,2025-11-23T08:19:32,0.44,CONFIRMED_LEGIT,YES,AUTO_DEMO,2025-11-23T11:11:13
411,2025-11-23T08:19:32,0.205,CONFIRMED_LEGIT,YES,AUTO_DEMO,2025-11-23T11:11:13
412,2025-11-23T08:19:32,0.1025,CONFIRMED_LEGIT,YES,AUTO_DEMO,2025-11-23T11:11:13
413,2025-11-23T08:19:33,0.44,CONFIRMED_FRAUD,NO,AUTO_DEMO,2025-11-23T11:11:13
414,2025-11-23T08:19:33,1.0,CONFIRMED_FRAUD,NO,AUTO_DEMO,2025-11-23T08:24:37
415,2025-11-23T08:19:33,0.2325,CONFIRMED_LEGIT,YES,AUTO_DEMO,2025-11-23T11:11:13
416,2025-11-23T08:19:34,1.0,CONFIRMED_FRAUD,NO,AUTO_DEMO,2025-11-23T08:24:37
417,2025-11-23T08:19:35,1.0,CONFIRMED_FRAUD,NO,AUTO_DEMO,2025-11-23T08:24:37
418,2025-11-23T08:19:35,1.0,CONFIRMED_FRAUD,NO,AUTO_DEMO,2025-11-23T08:24:37
420,2025-11-23T08:19:36,1.0,CONFIRMED_FRAUD,NO,AUTO_DEMO,2025-11-23T08:24:37
421,2025-11-23T08:19:36,0.3875,CONFIRMED_LEGIT,YES,AUTO_DEMO,2025-11-23T11:11:13
422,2025-11-23T08:19:36,0.3875,CONFIRMED_FRAUD,NO,AUTO_DEMO,2025-11-23T11:11:13
423,2025-11-23T08:19:36,0.32,CONFIRMED_FRAUD,NO,AUTO_DEMO,2025-11-23T11:11:13
426,2025-11-23T08:19:37,0.1425,CONFIRMED_FRAUD,NO,AUTO_DEMO,2025-11-23T11:11:13
427,2025-11-23T08:19:37,1.0,CONFIRMED_FRAUD,NO,AUTO_DEMO,2025-11-23T08:24:37
428,2025-11-23T08:19:38,1.0,CONFIRMED_FRAUD,NO,AUTO_DEMO,2025-11-23T08:24:37
429,2025-11-23T08:19:39,1.0,CONFIRMED_FRAUD,NO,AUTO_DEMO,2025-11-23T08:24:37
430,2025-11-23T08:19:39,0.1425,CONFIRMED_FRAUD,NO,AUTO_DEMO,2025-11-23T11:11:13
432,2025-11-23T08:19:40,0.355,CONFIRMED_FRAUD,NO,AUTO_DEMO,2025-11-23T11:11:13
433,2025-11-23T08:19:40,0.44,CONFIRMED_LEGIT,YES,AUTO_DEMO,2025-11-23T11:11:13
434,2025-11-23T08:19:40,0.2125,CONFIRMED_FRAUD,NO,AUTO_DEMO,2025-11-23T11:11:13
435,2025-11-23T08:19:40,0.1025,CONFIRMED_FRAUD,NO,AUTO_DEMO,2025-11-23T11:11:13
437,2025-11-23T08:19:41,0.12,CONFIRMED_FRAUD,NO,AUTO_DEMO,2025-11-23T11:11:13
438,2025-11-23T08:19:41,0.1175,CONFIRMED_LEGIT,YES,AUTO_DEMO,2025-11-23T11:11:13
440,2025-11-23T08:19:42,1.0,CONFIRMED_FRAUD,NO,AUTO_DEMO,2025-11-23T08:24:37
441,2025-11-23T08:19:43,0.12,CONFIRMED_FRAUD,NO,AUTO_DEMO,2025-11-23T11:11:13
442,2025-11-23T08:19:43,1.0,CONFIRMED_FRAUD,NO,AUTO_DEMO,2025-11-23T08:24:37
443,2025-11-23T08:19:43,1.0,CONFIRMED_FRAUD,NO,AUTO_DEMO,2025-11-23T08:24:37
444,2025-11-23T08:19:44,0.2325,CONFIRMED_FRAUD,NO,AUTO_DEMO,2025-11-23T11:11:13
445,2025-11-23T08:19:44,0.18,CONFIRMED_FRAUD,NO,AUTO_DEMO,2025-11-23T11:11:13
446,2025-11-23T08:19:44,1.0,CONFIRMED_FRAUD,NO,AUTO_DEMO,2025-11-23T08:24:37
447,2025-11-23T08:19:44,0.205,CONFIRMED_FRAUD,NO,AUTO_DEMO,2025-11-23T11:11:13
448,2025-11-23T08:19:45,1.0,CONFIRMED_FRAUD,NO,AUTO_DEMO,2025-11-23T08:24:37
449,2025-11-23T08:19:45,0.2325,CONFIRMED_FRAUD,NO,AUTO_DEMO,2025-11-23T11:11:13
450,2025-11-23T08:19:46,0.32,CONFIRMED_LEGIT,YES,AUTO_DEMO,2025-11-23T11:11:13
452,2025-11-23T08:19:46,0.2125,CONFIRMED_LEGIT,YES,AUTO_DEMO,2025-11-23T11:11:13
453,2025-11-23T08:19:47,0.44,CONFIRMED_FRAUD,NO,AUTO_DEMO,2025-11-23T11:11:13
455,2025-11-23T08:19:47,0.315,CONFIRMED_FRAUD,NO,AUTO_DEMO,2025-11-23T11:11:13
456,2025-11-23T08:19:47,1.0,CONFIRMED_FRAUD,NO,AUTO_DEMO,2025-11-23T08:24:37
457,2025-11-23T08:19:48,0.3875,CONFIRMED_FRAUD,NO,AUTO_DEMO,2025-11-23T11:11:13
458,2025-11-23T08:19:48,0.2125,CONFIRMED_FRAUD,NO,AUTO_DEMO,2025-11-23T11:11:13
459,2025-11-23T08:19:49,1.0,CONFIRMED_FRAUD,NO,AUTO_DEMO,2025-11-23T08:24:37
462,2025-11-23T08:19:50,0.1925,CONFIRMED_FRAUD,NO,AUTO_DEMO,2025-11-23T11:11:13
463,2025-11-23T08:19:50,0.315,CONFIRMED_FRAUD,NO,AUTO_DEMO,2025-11-23T11:11:13
466,2025-11-23T08:19:51,0.1375,CONFIRMED_FRAUD,NO,AUTO_DEMO,2025-11-23T11:11:13
470,2025-11-23T08:19:53,0.0425,CONFIRMED_FRAUD,NO,AUTO_DEMO,2025-11-23T11:11:13
471,2025-11-23T08:19:53,0.115,CONFIRMED_LEGIT,YES,AUTO_DEMO,2025-11-23T11:11:13
473,2025-11-23T08:19:54,1.0,CONFIRMED_FRAUD,NO,AUTO_DEMO,2025-11-23T08:24:37
474,2025-11-23T08:19:54,0.1925,CONFIRMED_FRAUD,NO,AUTO_DEMO,2025-11-23T11:11:13
475,2025-11-23T08:19:54,0.1025,CONFIRMED_LEGIT,YES,AUTO_DEMO,2025-11-23T11:11:13
477,2025-11-23T08:19:55,0.1925,CONFIRMED_LEGIT,YES,AUTO_DEMO,2025-11-23T11:11:13
478,2025-11-23T08:19:55,0.1425,CONFIRMED_LEGIT,YES,AUTO_DEMO,2025-11-23T11:11:13
479,2025-11-23T08:19:55,0.32,CONFIRMED_LEGIT,YES,AUTO_DEMO,2025-11-23T11:11:13
480,2025-11-23T08:19:56,0.2475,CONFIRMED_FRAUD,NO,AUTO_DEMO,2025-11-23T11:11:13
481,2025-11-23T08:19:57,0.1175,CONFIRMED_LEGIT,YES,AUTO_DEMO,2025-11-23T11:11:13
482,2025-11-23T08:19:57,0.1,CONFIRMED_FRAUD,NO,AUTO_DEMO,2025-11-23T11:11:13
483,2025-11-23T08:19:57,1.0,CONFIRMED_FRAUD,NO,AUTO_DEMO,2025-11-23T08:24:37
484,2025-11-23T08:19:58,1.0,CONFIRMED_FRAUD,NO,AUTO_DEMO,2025-11-23T08:24:37
485,2025-11-23T08:19:58,1.0,CONFIRMED_FRAUD,NO,AUTO_DEMO,2025-11-23T08:24:37
486,2025-11-23T08:19:58,0.315,CONFIRMED_FRAUD,NO,AUTO_DEMO,2025-11-23T11:11:13
491,2025-11-23T08:19:59,0.3875,CONFIRMED_FRAUD,NO,AUTO_DEMO,2025-11-23T11:11:13
494,2025-11-23T08:20:01,0.355,CONFIRMED_LEGIT,YES,AUTO_DEMO,2025-11-23T11:11:13
499,2025-11-23T08:20:02,0.2475,CONFIRMED_LEGIT,YES,AUTO_DEMO,2025-11-23T11:11:13
500,2025-11-23T08:20:03,0.1375,CONFIRMED_LEGIT,YES,AUTO_DEMO,2025-11-23T11:11:13
504,2025-11-23T08:20:04,0.0825,CONFIRMED_FRAUD,NO,AUTO_DEMO,2025-11-23T11:11:13
505,2025-11-23T08:20:04,0.2325,CONFIRMED_FRAUD,NO,AUTO_DEMO,2025-11-23T11:11:13
520,2025-11-23T08:20:10,1.0,CONFIRMED_FRAUD,NO,AUTO_DEMO,2025-11-23T08:24:37
527,2025-11-23T08:20:12,0.205,CONFIRMED_FRAUD,NO,AUTO_DEMO,2025-11-23T11:11:13
530,2025-11-23T08:20:12,0.055,CONFIRMED_LEGIT,YES,AUTO_DEMO,2025-11-23T11:11:13
536,2025-11-23T08:20:15,0.32,CONFIRMED_FRAUD,NO,AUTO_DEMO,2025-11-23T11:11:13
539,2025-11-23T08:20:16,1.0,CONFIRMED_FRAUD,NO,AUTO_DEMO,2025-11-23T08:24:37
547,2025-11-23T08:20:19,0.1175,CONFIRMED_LEGIT,YES,AUTO_DEMO,2025-11-23T11:11:13
549,2025-11-23T08:20:19,0.035,CONFIRMED_LEGIT,YES,AUTO_DEMO,2025-11-23T11:11:13
551,2025-11-23T08:20:20,1.0,CONFIRMED_FRAUD,NO,AUTO_DEMO,2025-11-23T08:24:37
552,2025-11-23T08:20:20,0.355,CONFIRMED_FRAUD,NO,AUTO_DEMO,2025-11-23T11:11:13
554,2025-11-23T08:20:20,0.315,CONFIRMED_FRAUD,NO,AUTO_DEMO,2025-11-23T11:11:13
555,2025-11-23T08:20:22,0.06,CONFIRMED_FRAUD,NO,AUTO_DEMO,2025-11-23T11:11:13
578,2025-11-23T08:20:29,0.115,CONFIRMED_LEGIT,YES,AUTO_DEMO,2025-11-23T11:11:13
595,2025-11-23T08:20:34,1.0,CONFIRMED_FRAUD,NO,AUTO_DEMO,2025-11-23T08:24:37
599,2025-11-23T08:20:36,0.1175,CONFIRMED_FRAUD,NO,AUTO_DEMO,2025-11-23T11:11:13
622,2025-11-23T08:20:43,0.315,CONFIRMED_FRAUD,NO,AUTO_DEMO,2025-11-23T11:11:13
640,2025-11-23T08:20:50,0.2475,CONFIRMED_FRAUD,NO,AUTO_DEMO,2025-11-23T11:11:13
648,2025-11-23T08:20:52,0.1175,CONFIRMED_FRAUD,NO,AUTO_DEMO,2025-11-23T11:11:13
650,2025-11-23T08:20:52,0.2475,CONFIRMED_LEGIT,YES,AUTO_DEMO,2025-11-23T11:11:13
661,2025-11-23T08:20:56,0.32,CONFIRMED_FRAUD,NO,AUTO_DEMO,2025-11-23T11:11:13
668,2025-11-23T08:20:59,0.44,CONFIRMED_FRAUD,NO,AUTO_DEMO,2025-11-23T11:11:13
673,2025-11-23T08:21:01,0.1025,CONFIRMED_FRAUD,NO,AUTO_DEMO,2025-11-23T11:11:13
674,2025-11-23T08:21:01,0.12,CONFIRMED_FRAUD,NO,AUTO_DEMO,2025-11-23T11:11:13
676,2025-11-23T08:21:01,0.0525,CONFIRMED_FRAUD,NO,AUTO_DEMO,2025-11-23T11:11:13
679,2025-11-23T08:21:02,0.315,CONFIRMED_FRAUD,NO,AUTO_DEMO,2025-11-23T11:11:13
680,2025-11-23T08:21:02,0.205,CONFIRMED_FRAUD,NO,AUTO_DEMO,2025-11-23T11:11:13
681,2025-11-23T08:21:02,0.1925,CONFIRMED_LEGIT,YES,AUTO_DEMO,2025-11-23T11:11:13
684,2025-11-23T08:21:04,0.0375,CONFIRMED_LEGIT,YES,AUTO_DEMO,2025-11-23T11:11:13
696,2025-11-23T08:21:08,0.115,CONFIRMED_FRAUD,NO,AUTO_DEMO,2025-11-23T11:11:13
701,2025-11-23T08:21:10,0.44,CONFIRMED_FRAUD,NO,AUTO_DEMO,2025-11-23T11:11:13
706,2025-11-23T08:21:12,0.1375,CONFIRMED_LEGIT,YES,AUTO_DEMO,2025-11-23T11:11:13
707,2025-11-23T08:21:13,0.315,CONFIRMED_FRAUD,NO,AUTO_DEMO,2025-11-23T11:11:13
708,2025-11-23T08:21:13,0.1025,CONFIRMED_LEGIT,YES,AUTO_DEMO,2025-11-23T11:11:13
717,2025-11-23T08:21:17,1.0,CONFIRMED_FRAUD,NO,AUTO_DEMO,2025-11-23T08:24:37
723,2025-11-23T08:21:19,0.2325,CONFIRMED_FRAUD,NO,AUTO_DEMO,2025-11-23T11:11:13
733,2025-11-23T08:21:22,0.205,CONFIRMED_FRAUD,NO,AUTO_DEMO,2025-11-23T11:11:13
735,2025-11-23T08:21:23,0.1,CONFIRMED_LEGIT,YES,AUTO_DEMO,2025-11-23T11:11:13
746,2025-11-23T08:21:27,0.2325,CONFIRMED_FRAUD,NO,AUTO_DEMO,2025-11-23T11:11:13
749,2025-11-23T08:21:28,0.2125,CONFIRMED_LEGIT,YES,AUTO_DEMO,2025-11-23T11:11:13
751,2025-11-23T08:21:28,0.0875,CONFIRMED_LEGIT,YES,AUTO_DEMO,2025-11-23T11:11:13
753,2025-11-23T08:21:30,0.0425,CONFIRMED_FRAUD,NO,AUTO_DEMO,2025-11-23T11:11:13
776,2025-11-23T08:21:37,1.0,CONFIRMED_FRAUD,NO,AUTO_DEMO,2025-11-23T08:24:37
788,2025-11-23T08:21:42,0.12,CONFIRMED_LEGIT,YES,AUTO_DEMO,2025-11-23T11:11:13
790,2025-11-23T08:21:43,1.0,CONFIRMED_FRAUD,NO,AUTO_DEMO,2025-11-23T08:24:37
795,2025-11-23T08:21:45,1.0,CONFIRMED_FRAUD,NO,AUTO_DEMO,2025-11-23T08:24:37
796,2025-11-23T08:21:46,0.355,CONFIRMED_FRAUD,NO,AUTO_DEMO,2025-11-23T11:11:13
799,2025-11-23T08:21:46,0.32,CONFIRMED_LEGIT,YES,AUTO_DEMO,2025-11-23T11:11:13
811,2025-11-23T08:21:51,0.44,CONFIRMED_LEGIT,YES,AUTO_DEMO,2025-11-23T11:11:13
817,2025-11-23T08:21:53,0.035,CONFIRMED_FRAUD,NO,AUTO_DEMO,2025-11-23T11:11:13
820,2025-11-23T08:21:56,0.1375,CONFIRMED_LEGIT,YES,AUTO_DEMO,2025-11-23T11:11:13
831,2025-11-23T08:21:59,0.06,CONFIRMED_LEGIT,YES,AUTO_DEMO,2025-11-23T11:11:13
844,2025-11-23T08:22:05,0.2475,CONFIRMED_LEGIT,YES,AUTO_DEMO,2025-11-23T11:11:13
849,2025-11-23T08:22:06,0.035,CONFIRMED_FRAUD,NO,AUTO_DEMO,2025-11-23T11:11:13
852,2025-11-23T08:22:08,0.0475,CONFIRMED_FRAUD,NO,AUTO_DEMO,2025-11-23T11:11:13
862,2025-11-23T08:22:11,0.18,CONFIRMED_LEGIT,YES,AUTO_DEMO,2025-11-23T11:11:13
870,2025-11-23T08:22:14,0.0325,CONFIRMED_FRAUD,NO,AUTO_DEMO,2025-11-23T11:11:13
884,2025-11-23T08:22:19,0.1375,CONFIRMED_LEGIT,YES,AUTO_DEMO,2025-11-23T11:11:13
887,2025-11-23T08:22:21,0.3875,CONFIRMED_FRAUD,NO,AUTO_DEMO,2025-11-23T11:11:13
890,2025-11-23T08:22:22,0.05,CONFIRMED_FRAUD,NO,AUTO_DEMO,2025-11-23T11:11:13
892,2025-11-23T08:22:23,0.44,CONFIRMED_LEGIT,YES,AUTO_DEMO,2025-11-23T11:11:13
894,2025-11-23T08:22:23,0.1175,CONFIRMED_FRAUD,NO,AUTO_DEMO,2025-11-23T11:11:13
895,2025-11-23T08:22:24,0.2475,CONFIRMED_LEGIT,YES,AUTO_DEMO,2025-11-23T11:11:13
904,2025-11-23T08:22:27,0.1175,CONFIRMED_FRAUD,NO,AUTO_DEMO,2025-11-23T11:11:13
908,2025-11-23T08:22:29,0.2325,CONFIRMED_FRAUD,NO,AUTO_DEMO,2025-11-23T11:11:13
917,2025-11-23T08:22:33,0.065,CONFIRMED_FRAUD,NO,AUTO_DEMO,2025-11-23T11:11:13
927,2025-11-23T08:22:37,1.0,CONFIRMED_FRAUD,NO,AUTO_DEMO,2025-11-23T08:24:37
938,2025-11-23T08:22:41,0.05,CONFIRMED_FRAUD,NO,AUTO_DEMO,2025-11-23T11:11:13
939,2025-11-23T08:22:42,1.0,CONFIRMED_FRAUD,NO,AUTO_DEMO,2025-11-23T11:11:13
951,2025-11-23T08:22:47,1.0,CONFIRMED_FRAUD,NO,AUTO_DEMO,2025-11-23T11:11:13
953,2025-11-23T08:22:47,0.1,CONFIRMED_FRAUD,NO,AUTO_DEMO,2025-11-23T11:11:13
955,2025-11-23T08:22:48,0.44,CONFIRMED_FRAUD,NO,AUTO_DEMO,2025-11-23T11:11:13
966,2025-11-23T08:22:53,0.03,CONFIRMED_LEGIT,YES,AUTO_DEMO,2025-11-23T11:11:13
1025,2025-11-23T08:23:17,0.2475,CONFIRMED_LEGIT,YES,AUTO_DEMO,2025-11-23T11:11:13
1026,2025-11-23T08:23:17,1.0,CONFIRMED_FRAUD,NO,AUTO_DEMO,2025-11-23T11:11:13
1030,2025-11-23T08:23:19,1.0,CONFIRMED_FRAUD,NO,AUTO_DEMO,2025-11-23T11:11:13
1036,2025-11-23T08:23:21,0.1425,CONFIRMED_LEGIT,YES,AUTO_DEMO,2025-11-23T11:11:13
1040,2025-11-23T08:23:23,1.0,CONFIRMED_FRAUD,NO,AUTO_DEMO,2025-11-23T11:11:13
1057,2025-11-23T08:23:32,0.2475,CONFIRMED_FRAUD,NO,AUTO_DEMO,2025-11-23T11:11:13
1062,2025-11-23T08:23:34,0.205,CONFIRMED_FRAUD,NO,AUTO_DEMO,2025-11-23T11:11:13
1063,2025-11-23T08:23:34,0.18,CONFIRMED_FRAUD,NO,AUTO_DEMO,2025-11-23T11:11:13
1085,2025-11-23T08:23:45,0.04,CONFIRMED_LEGIT,YES,AUTO_DEMO,2025-11-23T11:11:13
1086,2025-11-23T08:23:45,0.315,CONFIRMED_LEGIT,YES,AUTO_DEMO,2025-11-23T11:11:13
1093,2025-11-23T08:23:48,1.0,CONFIRMED_FRAUD,NO,AUTO_DEMO,2025-11-23T11:11:13
1095,2025-11-23T08:23:49,0.1175,CONFIRMED_FRAUD,NO,AUTO_DEMO,2025-11-23T11:11:13
1097,2025-11-23T08:23:50,0.1425,CONFIRMED_FRAUD,NO,AUTO_DEMO,2025-11-23T11:11:13
1119,2025-11-23T08:24:00,0.0875,CONFIRMED_FRAUD,NO,AUTO_DEMO,2025-11-23T11:11:13
1130,2025-11-23T08:24:05,0.045,CONFIRMED_LEGIT,YES,AUTO_DEMO,2025-11-23T11:11:13
1133,2025-11-23T08:24:08,0.2475,CONFIRMED_FRAUD,NO,AUTO_DEMO,2025-11-23T11:11:13
1134,2025-11-23T08:24:08,0.2475,CONFIRMED_FRAUD,NO,AUTO_DEMO,2025-11-23T11:11:13
1135,2025-11-23T08:24:08,0.115,CONFIRMED_FRAUD,NO,AUTO_DEMO,2025-11-23T11:11:13
1154,2025-11-23T08:24:17,0.2125,CONFIRMED_FRAUD,NO,AUTO_DEMO,2025-11-23T11:11:13
1162,2025-11-23T08:24:19,0.0425,CONFIRMED_FRAUD,NO,AUTO_DEMO,2025-11-23T11:11:13
1163,2025-11-23T08:24:21,0.1175,CONFIRMED_FRAUD,NO,AUTO_DEMO,2025-11-23T11:11:13
1166,2025-11-23T08:24:22,0.12,CONFIRMED_LEGIT,YES,AUTO_DEMO,2025-11-23T11:11:13
1183,2025-11-23T08:24:31,0.1375,CONFIRMED_FRAUD,NO,AUTO_DEMO,2025-11-23T11:11:13
1185,2025-11-23T08:24:31,0.32,CONFIRMED_FRAUD,NO,AUTO_DEMO,2025-11-23T11:11:13
1186,2025-11-23T08:24:32,0.1175,CONFIRMED_LEGIT,YES,AUTO_DEMO,2025-11-23T11:11:13
1190,2025-11-23T08:24:34,0.1375,CONFIRMED_FRAUD,NO,AUTO_DEMO,2025-11-23T11:11:13
1191,2025-11-23T08:24:35,0.2325,CONFIRMED_FRAUD,NO,AUTO_DEMO,2025-11-23T11:11:13
1193,2025-11-23T08:24:35,0.115,CONFIRMED_FRAUD,NO,AUTO_DEMO,2025-11-23T11:11:13
1194,2025-11-23T08:24:35,0.315,CONFIRMED_FRAUD,NO,AUTO_DEMO,2025-11-23T11:11:13
1195,2025-11-23T08:24:36,0.1175,CONFIRMED_FRAUD,NO,AUTO_DEMO,2025-11-23T11:11:13
1196,2025-11-23T08:24:36,0.1375,CONFIRMED_FRAUD,NO,AUTO_DEMO,2025-11-23T11:11:13
1198,2025-11-23T08:24:37,0.18,CONFIRMED_LEGIT,YES,AUTO_DEMO,2025-11-23T11:11:13
